latitude,longitude
22.30277,114.26258
22.2773,114.27324
22.46168,114.14358
22.45131,114.11249
22.41778,114.12933
22.21807,113.90442
22.28735,114.28737
22.397214605993,114.19368504438
22.30554,114.01316
22.3908,114.12236
22.29759,114.14708
22.44591,114.2258
22.20784,114.16284
22.35441,114.0279
22.4464,114.11956
22.36516,114.03868
22.40313,114.11919
22.2267,114.21087
22.31925,114.27097
22.23874,114.06233
22.329335325804,114.18805316729
22.28626,114.08115
22.35634,113.94789
22.284840207168,114.21594020752
22.32925,113.92117
22.399282107535,113.97172303483
22.25071,114.11215
22.36387,114.24065
22.35865,114.17728
22.23081,114.16587
22.26053,114.13373
22.39848,114.07202
22.38863,114.1774
22.31023,114.26612
22.47131,114.19524
22.38012,114.14392
22.18267,114.18235
22.27753,114.13308
22.30871,114.32251
22.2623,114.14956
22.19638,114.13369
22.42632,114.27949
22.32674,114.20133
22.36516,114.23318
22.31471,114.36264
22.27785,114.32118
22.30383,114.07473
22.36419,114.18231
22.49333,114.04351
22.443127457393,114.02464314728
22.37649,114.25976
22.33416,114.29259
22.34774,114.15531
22.35877,114.17417
22.4088,114.25768
22.21303,114.1462
22.32674,114.10411
22.390543108217,114.20652158916
22.29359,114.18719
22.23985,114.30008
22.45649,114.21071
22.20052,114.19745
22.33571,114.11529
22.41301,114.09289
22.46776,114.17659
22.33639,114.27944
22.38401,114.18858
22.2678,114.23777
22.40591,114.17241
22.51871,114.24317
22.28592,114.23291
22.36325,114.2287
22.24137,114.06423
22.35088,114.29179
22.32857,114.1871
22.2767,114.24599
22.21526,114.16983
22.30071,114.27336
22.309971671049,114.18807985525
22.39091,114.17451
22.31875,114.01523
22.3354,114.11325
22.28681,113.98033
22.24037,114.12163
22.41603,114.22573
22.53584,114.22585
22.545770947749,114.22465444019
22.41853,114.16073
22.23643,114.27041
22.30767,114.14428
22.297176145775,114.17521442354
22.40041,113.9472
22.33284,114.09239
22.333898759616,114.16737533759
22.39814,114.10888
22.32062,114.02335
22.3494,114.25321
22.37688,114.15179
22.32166,114.06461
22.28361,114.2449
22.45336,114.14703
22.46034,114.32151
22.38067,114.19089
22.490899857173,114.14153194192
22.23788,114.189
22.39378,114.21105
22.27429,114.10384
22.47005,114.14991
22.3098,114.02364
22.28203,114.02874
22.40822,114.2157
22.23234,114.09191
22.35547,114.03144
22.37362,114.07043
22.37352,114.20015
22.35524,113.94905
22.38091,114.22498
22.22792,114.17003
22.34524,114.18755
22.28628,114.23088
22.45143,114.15155
22.378220462291,114.10792107063
22.41256,114.16795
22.33131,114.23257
22.37126,114.22862
22.27145,114.11249
22.28318,114.18696
22.38692,114.11622
22.26946,114.28299
22.37652,114.08695
22.35777,114.05461
22.4698914,113.9883781
22.4235,114.08282
22.31466,114.272
22.31782,114.26724
22.21026,114.14519
22.4695,114.15316
22.27764,114.08378
22.36405,114.1375
22.37433,114.02603
22.336290381525,114.19617502827
22.38086,114.19477
22.28181,113.83757
22.3224,114.04405
22.1958,114.21141
22.46784,114.19407
22.33115,114.27033
22.29563,114.19289
22.40187,114.25161
22.28091,114.24873
22.37017,114.15295
22.20695,114.26451
22.37025,114.27182
22.36082,114.10438
22.39715,114.13937
22.23208,114.23666
22.35223,114.10947
22.4561,114.05927
22.265352722008,113.99694823239
22.44816,114.16555
22.402756925018,113.97039399876
22.285989415422,114.19202989721
22.22004,114.18808
22.23578,114.04452
22.44172,114.12795
22.26498,114.27224
22.23867,114.16073
22.27864,114.32607
22.24165,114.17117
22.46344,114.24154
22.38768,114.2933
22.38794,114.07259
22.3435,114.21017
22.28018,114.08144
22.32291,114.26357
22.3064,114.07415
22.38397,114.30104
22.38663,114.11095
22.20906,114.20036
22.18842,114.18574
22.38247,114.30808
22.39379,114.17194
22.30007,114.10916
22.2734,114.27578
22.20611,113.9311
22.23729,114.21299
22.36751,113.98281
22.29319,114.19008
22.26717,114.14475
22.4918,114.08307
22.3834,114.06181
22.36746,114.13302
22.29381,114.06855
22.30792,114.16485
22.23798,114.14001
22.46861,114.10965
22.31515,114.26162
22.28361,114.07656
22.26021,114.25399
22.18774,114.21012
22.303202299037,114.26274912561
22.33986,113.8925
22.50912,114.27974
22.28856,114.29741
22.37017,114.2502
22.36208,114.09487
22.29368,114.16842
22.18588,114.18976
22.372027418857,114.19845606971
22.29994,114.18511
22.47005,114.14386
22.42042,114.11143
22.33997,114.14852
22.320742668727,114.16587401526
22.30002,114.14547
22.290767883248,114.19949475451
22.24317,114.10961
22.26208,114.2718
22.36603,114.14513
22.254,114.25974
22.2282,114.30098
22.28964,114.26968
22.34323,113.94833
22.25335,114.11674
22.24463,114.26583
22.40051,114.21658
22.38863,114.27466
22.27733173396,114.17604921306
22.44084,114.2249
22.31598,114.03804
22.25119,114.1555
22.25494,114.19683
22.30317,114.35995
22.26426,114.09787
22.35595226694,114.10377595717
22.42982,114.08069
22.27111,114.15475
22.32008,114.32943
22.36094,114.02498
22.30517,114.07263
22.24498,114.20543
22.25246,114.15812
22.38982,114.28107
22.36758,114.08373
22.38163,114.08298
22.28115,114.14148
22.2394,114.18805
22.43229,114.06425
22.28931,114.0764
22.21256,114.24602
22.36386,113.98203
22.3759,114.12481
22.32836,114.19952
22.44527,114.07959
22.320110410343,114.2322180815
22.28533,114.13468
22.29388,114.23903
22.40213,114.20563
22.34244,114.06919
22.34393,114.09138
22.29359,114.08999
22.42411,114.20987
22.3226,114.07073
22.325975354847,114.15725866929
22.3377,114.25357
22.1996,114.24331
22.42649,114.17742
22.46522,114.02865
22.40746,114.09323
22.35805,114.03279
22.21828,114.19108
22.30935,114.01906
22.34098,114.25246
22.42348,114.21323
22.44837,114.22512
22.287624521778,114.14597600917
22.25781,114.32368
22.39862,114.21451
22.22854,114.21993
22.42342,114.08299
22.305194047039,114.16983279221
22.36681,114.0358
22.28759,114.07782
22.4117,114.20368
22.29803,113.97533
22.38171,114.20431
22.32263233855,114.16794525159
22.44253,114.22693
22.4115,114.03394
22.285947006472,114.13571409684
22.315977179913,114.1724123247
22.43051,114.10863
22.3999,114.18808
22.45289,114.07316
22.44944,114.16848
22.40942,114.1269
22.49897,114.09035
22.40957,114.04309
22.38577,114.12534
22.33671,114.04207
22.32627,114.14443
22.307069981222,114.18764050176
22.2913,114.3035
22.32523,114.07061
22.28138,114.08908
22.35224,114.14951
22.35521,114.22467
22.35894,113.89467
22.24634,114.12216
22.4049,114.22996
22.23917,114.06986
22.34236,113.89579
22.373111430867,114.18695764949
22.41205,114.16123
22.19001,114.22592
22.34112,114.15545
22.35918,114.17253
22.31072,114.32324
22.36804,114.22707
22.2273,114.12126
22.26856,114.24962
22.40904,114.09041
22.2439,114.15504
22.27099,114.25657
22.23643,114.10212
22.380662492653,114.213982985
22.2917,114.08303
22.32627,114.31282
22.40529,114.26309
22.5046,114.02932
22.30935,113.97172
22.31057,114.07737
22.3692,114.15768
22.32397,114.02875
22.36027,114.2533
22.37366,114.14648
22.31121,114.16489
22.31443,114.26999
22.381377477402,114.19523836889
22.40385,114.2059
22.37025,114.01965
22.36361,114.16278
22.39285,114.27859
22.34098,114.058
22.42508,114.13086
22.33458,114.35388
22.25576,114.18918
22.33005,114.21737
22.36482,114.10317
22.33426,114.06335
22.2745,114.26053
22.31964,114.21153
22.20078,114.27745
22.32915,114.05929
22.36151,114.04818
22.28124,114.25235
22.36586,114.23421
22.47452,114.01528
22.334910558518,114.20542918961
22.31946,114.07915
22.23809,114.12383
22.38431,114.12272
22.29175,114.10712
22.28027,114.252
22.30655,114.28112
22.281306302897,114.22114701423
22.28146,114.14112
22.44377,114.08831
22.19427,114.14349
22.40904,114.2589
22.35599,114.27569
22.27429,114.27767
22.3331,114.10956
22.43265,114.11178
22.288153069026,114.19375789714
22.26339,114.31932
22.37756,114.14598
22.278672636662,114.22888340089
22.38108,114.31138
22.38785,114.13945
22.37109,114.21456
22.46087,114.25037
22.36913,113.97947
22.45745,114.31833
22.37235,114.29868
22.28555,114.19568
22.3585,114.12495
22.279937758861,114.22592262383
22.24603,114.14076
22.49461,114.17919
22.25947,114.25316
22.26649,114.05816
22.282429712181,114.15099640855
22.327812916544,114.18900354509
22.45742,114.14116
22.44253,114.0584
22.363279501922,114.13145136801
22.34418,114.28291
22.28931,114.24475
22.37308,114.28421
22.23622,114.09905
22.23578,114.2128
22.38307,114.21846
22.29372,113.9718
22.53246,114.22699
22.3702,114.25205
22.30996,114.20366
22.38296,114.10446
22.45399,114.07734
22.27755,114.14116
22.28402,114.07683
22.1914,114.22862
22.41142,114.16459
22.34817,114.25418
22.30456,114.35666
22.40017,114.14111
22.46842,114.15786
22.54574,114.32203
22.286312380843,114.13368969994
22.20331,114.23176
22.3753,114.29092
22.25566,114.16465
22.40825,114.09091
22.26856,114.15244
22.20724,114.17521
22.281205310746,114.1831958857
22.4251,114.06562
22.2170154,114.1084381
22.332582191632,114.16199236874
22.35556,114.16155
22.26021,114.08568
22.32867,114.06228
22.37323,114.15515
22.39799,114.18358
22.33255,114.25922
22.28692,114.0546
22.2979,114.15506
22.48748,114.04533
22.35014,114.25404
22.32642,114.32251
22.36361,114.26003
22.40823,114.25534
22.50665,114.29184
22.28866,114.06959
22.3655,114.09735
22.42687,114.05751
22.35993,114.0773
22.39526,113.98008
22.41751,114.0874
22.40901,114.319
22.28668,114.04509
22.26374,114.14115
22.30061,114.20652
22.23652,114.22529
22.4656084,113.9814259
22.50018,114.04654
22.334813521223,114.14916574092
22.2023607,114.025902
22.36751,114.08006
22.28163,114.11982
22.28596,114.09484
22.24741,114.23618
22.314970397408,114.22995927042
22.24042,114.2067
22.28128,114.31834
22.48502,114.01845
22.27028,114.30754
22.322296106422,114.18975041107
22.346446831483,114.20103146104
22.26814,114.13003
22.22955,114.17637
22.38244,114.17559
22.36405,114.30594
22.29492,113.9767
22.50032,114.178
22.42232,114.09524
22.30611,114.14
22.39285,114.18133
22.4918,114.25166
22.34036,114.18984
22.25824,114.25412
22.28327,114.05796
22.42423,114.16057
22.31494,114.13275
22.23922,114.05935
22.338,114.28592
22.248867363976,114.1527243081
22.33138,114.25472
22.33165,114.05808
22.38595,114.23946
22.21775,114.1526
22.33284,114.26079
22.19283,114.12933
22.262737045915,114.23672821417
22.306577684847,114.18391165187
22.4342,114.09381
22.36428,114.11861
22.36039,114.10256
22.341975309527,114.20045280601
22.37235,114.13023
22.30655,114.08671
22.36097279154,114.12222560143
22.44412,114.09787
22.40746,114.26172
22.25692,114.10058
22.24578,114.28364
22.43925,114.16114
22.24012,114.04903
22.42662,114.16721
22.24285,114.21446
22.26339,114.15101
22.38495,114.23627
22.44536,114.18982
22.328602075975,114.16073186164
22.4561,114.15658
22.44116,114.1801
22.1822923,113.9087776
22.37199,114.12593
22.40144,113.93801
22.38445,114.23254
22.38135,114.2925
22.26433,114.15975
22.43808,114.12811
22.36663,114.24604
22.29757,114.05194
22.29994,114.08791
22.44159,114.05088
22.39342,114.07318
22.33463,114.23745
22.32682,114.10625
22.38379,114.15894
22.41284,114.26362
22.23637,114.2665
22.29939,114.19093
22.33844,113.88035
22.28537,114.29087
22.27808,114.12988
22.38144,114.24355
22.49034,114.11573
22.20344,114.27719
22.30686,114.05264
22.39814,113.9404
22.2769,114.05924
22.49365,114.25846
22.40656,114.10602
22.2909,114.09758
22.24891,114.05769
22.24656,114.15932
22.318,114.0246
22.26148,114.10231
22.26532,113.89977
22.2773,114.07886
22.46415,114.09812
22.3646,114.03009
22.35182,114.03959
22.40592,114.20647
22.39332,114.23541
22.40823,114.15806
22.36603,114.24238
22.36012,114.24862
22.39273,114.23952
22.51449,114.23745
22.28259,114.31901
22.29748,114.08224
22.48403,114.04367
22.31265,114.25513
22.24132,114.04955
22.36298,114.1818
22.49137,114.10655
22.3263,114.09817
22.23503,114.21957
22.44837,114.05658
22.38123,114.2804
22.27631,114.25531
22.37886,114.12588
22.368954221202,114.11294146493
22.25071,114.20932
22.315441062064,114.18677315113
22.37154,114.02257
22.2935,113.96455
22.30385,114.04264
22.41046,114.21063
22.43431,114.10675
22.2526,114.23329
22.36207,114.23439
22.3233,114.03952
22.54514,114.22594
22.27429,114.10934
22.351852642383,114.13682781174
22.38731,114.07726
22.28402,113.97964
22.2857,114.3086
22.407140909296,113.96978117302
22.21329,114.16997
22.35592,114.00654
22.38267,114.24057
22.40125,114.11361
22.35137,114.08714
22.38692,114.28468
22.4615,114.11982
22.387965493395,113.97532550575
22.42667,114.1393
22.25469,114.21058
22.30945,113.93139
22.26998,114.1458
22.366836520748,114.13305299987
22.38924,114.08074
22.44896,114.19013
22.29887,114.02893
22.45123,114.16397
22.34212,114.09101
22.24884,114.24989
22.47509,114.24235
22.42294,114.24198
22.39758,114.14267
22.446234078481,114.02937307642
22.33284,114.22071
22.28541,114.31778
22.35014,114.08562
22.36382,114.08709
22.37529,114.03749
22.30835,114.33237
22.39313,114.11505
22.35524,114.04629
22.32157,114.20238
22.36064,114.17795
22.45425,114.21917
22.3509,113.89178
22.348840421395,114.12681713569
22.33121,114.26255
22.40912,114.11669
22.26975,114.18127
22.3592,114.18
22.23985,114.1318
22.40432,114.27393
22.44617,114.17236
22.32704,114.11426
22.23708,114.18138
22.36325,114.03421
22.35929,114.23489
22.29593,114.24587
22.29042,114.29464
22.334190697267,114.19536404957
22.23831,114.07101
22.40399,114.08169
22.43998,114.18579
22.39831,114.23516
22.50244,114.18877
22.19999,114.27256
22.24096,114.21986
22.322450200845,114.25682150934
22.2081,114.2406
22.4324,114.16642
22.41547,114.09221
22.31829,114.04726
22.4193,114.03904
22.36331,114.17197
22.34456,114.17806
22.3537,114.23832
22.19137,114.22115
22.33415,114.3071
22.43207,114.14652
22.342468317809,114.16641896409
22.44472,114.10783
22.25107,114.15523
22.28448,114.31038
22.424560640972,114.23744549282
22.33478,114.05194
22.31932,114.14508
22.29607,114.02824
22.40705,114.0529
22.42055,114.08257
22.29994,114.22519
22.31639,114.0283
22.40144,114.10649
22.38553,114.29015
22.28812,114.09656
22.3263,114.26656
22.33387,114.07015
22.40017,114.23839
22.23778,114.04518
22.50298,114.27682
22.33038,114.13639
22.36272,114.26456
22.2211,114.12702
22.36466,114.1245
22.21845,114.23516
22.32603,113.93027
22.22858,114.13789
22.28628,114.0365
22.26271,114.13955
22.32422,114.35149
22.37114,114.1832
22.27797,114.17937
22.4564,114.04719
22.35972,113.98338
22.291780466393,114.20431209149
22.28155,114.13859
22.45304,114.12895
22.37788,114.1414
22.31351,114.20913
22.29723,114.29252
22.33121,114.0681
22.4509,114.12223
22.39439,114.169
22.48582668432,114.14063940255
22.310257826405,114.16891561453
22.36135,114.01524
22.32791,114.09991
22.364629256369,114.12733870037
22.38397,114.20377
22.34499,114.20645
22.32166,114.25904
22.29939,114.02257
22.1996,114.14618
22.35223,114.2779
22.303224121369,114.16996870722
22.32595,114.06004
22.287948212869,114.14140399778
22.18756,114.19475
22.25109,113.94409
22.19999,114.17542
22.34298,113.89112
22.253456509705,114.13596145525
22.42285,114.10981
22.37405,114.19102
22.1690743,114.2592469
22.39676,113.94641
22.40125,113.94513
22.29097,114.05658
22.3224,114.21244
22.33232,114.10598
22.33986,114.06091
22.41643,114.22284
22.1606115,113.9091245
22.3051,114.25032
22.36386,114.17343
22.36645,114.07652
22.4678292,113.9841724
22.29368,114.07123
22.2611,114.16825
22.442849052854,114.02705964559
22.32937,114.03909
22.40656,114.20329
22.46415,114.29276
22.36215,113.88556
22.28133,114.27955
22.39607,114.23721
22.32153,114.10592
22.43549,114.29078
22.340830414652,114.20956861218
22.2294,114.2823
22.30517,114.26704
22.29074,114.1023
22.44867,114.27147
22.30457,114.32145
22.29694,113.91485
22.45376,114.07612
22.33646,114.06209
22.3748,114.06071
22.30095,114.07731
22.39332,114.13814
22.41269,114.19781
22.31556,114.02452
22.343067705907,114.18713642568
22.37687,114.12696
22.3655,114.1946
22.25246,114.25528
22.33626,114.2934
22.41725,114.20219
22.32595,114.25448
22.37428,114.27228
22.33387,114.2646
22.37886,114.22314
22.37985,114.28966
22.23634,114.14448
22.40822,114.04721
22.40432,114.17665
22.24137,114.23252
22.39313,113.94658
22.21006,114.18997
22.45376,114.27074
22.37537,114.22059
22.29723,114.12416
22.25906,114.10616
22.29728,114.22621
22.30352,113.97592
22.284504461281,114.21318873511
22.19677,114.14228
22.38432,114.23778
22.36238,114.16457
22.32185,114.04886
22.40592,114.03798
22.41243,114.05692
22.32931,114.09083
22.43499,114.19334
22.19769,114.14598
22.29699,114.11628
22.4231,114.33345
22.5383,114.22517
22.32249,114.31446
22.39957,114.11319
22.22132,114.31843
22.308381273736,114.23516259361
22.21288,114.15092
22.22551,114.18677
22.38711,114.17521
22.2043209,114.1466402
22.33426,114.2578
22.44423,114.05599
22.281413340275,114.18626446874
22.28875,114.10965
22.50244,114.28612
22.21392,114.17194
22.45656,114.1583
22.45571,114.08785
22.29074,114.29669
22.22934,114.19351
22.24594,114.27892
22.41178,114.2173
22.50017,114.04427
22.33051,114.08751
22.24679,114.28846
22.40736,114.21631
22.27286,114.08587
22.46541,114.19568
22.254,114.09144
22.4009,114.01954
22.24488,114.14917
22.425107240768,114.22814518335
22.26532,114.09413
22.28891,114.0832
22.26698,114.14824
22.23629,114.16818
22.40285,114.17099
22.3692,114.25493
22.36748331505,114.14116453987
22.35908,114.23182
22.2185069,114.1117914
22.35181,114.03065
22.45099,114.1383
22.42508,114.32543
22.31829,114.21564
22.310751543929,114.22603268581
22.31712,114.22133
22.43549,114.12226
22.39064,114.27342
22.24779,114.15634
22.42277,114.26084
22.22934,114.17375
22.39928,114.18748
22.31836,114.09441
22.35088,114.19455
22.24636,114.30285
22.44346,114.05901
22.41523,114.03265
22.36742,114.19475
22.37848,113.99873
22.241,114.10789
22.52658,114.12549
22.29001,114.1085
22.27095,114.17541
22.30033,114.05932
22.2813,114.13144
22.39715,114.24214
22.46168,114.31214
22.4139,114.02869
22.36422,114.27773
22.40377,114.2132
22.55411,114.19544
22.23312,114.3112
22.2405,114.2402
22.41223,114.18975
22.24196,114.23594
22.36833,114.24607
22.39626,114.14299
22.32153,114.20314
22.24139,114.24209
22.33038,114.30479
22.44116,114.0828
22.44887,114.06315
22.36249,114.27472
22.38432,114.06932
22.44392,114.12724
22.32978,114.30014
22.21878,114.32245
22.239,114.16487
22.32737,114.23519
22.31289,114.07378
22.29808,114.10296
22.31924,114.09079
22.23286,114.17746
22.37255,114.22182
22.278111485794,114.22706584939
22.32738,114.11723
22.47807,114.08195
22.39314,114.27201
22.345061412373,114.19333830243
22.28959,114.18976
22.30317,114.16554
22.33323,114.02372
22.30767,114.24149
22.32778,114.09178
22.39918,114.21978
22.334175565314,114.20987178423
22.28759,114.24616
22.27575,114.25004
22.365185328554,114.13593060926
22.20078,114.18032
22.24265,114.16199
22.36496,114.07568
22.41888,114.10658
22.18508,114.29759
22.3727,114.12933
22.23632,114.30529
22.28259,114.12463
22.33289,114.0572
22.36826,114.02646
22.30792,114.33321
22.487513121336,114.14266678781
22.333828076517,114.15503908051
22.32771,114.04513
22.23954,114.16773
22.34645,114.17356
22.30871,114.15414
22.43907,114.05673
22.40511,114.16441
22.2892,114.27954
22.46552,114.06957
22.37534,114.05529
22.29566,114.0543
22.37954,114.17242
22.40467,114.26543
22.378680156013,114.10964834309
22.22979,114.20872
22.25702,114.15684
22.16576,114.20308
22.28856,114.12906
22.23686,113.85062
22.45649,114.11819
22.19491,114.21594
22.3778,114.23377
22.32778,114.28622
22.34897,114.00892
22.3051,114.15311
22.28539,114.08286
22.36582,114.19003
22.21736,114.23372
22.38247,114.21082
22.25601,114.11879
22.25365,114.12695
22.37444,114.21319
22.44617,114.07506
22.354191252152,114.09787103591
22.29253,114.27285
22.3494,114.08479
22.36386,114.07927
22.37865,114.01239
22.24679,114.12016
22.292293715619,114.2015705226
22.248,114.11598
22.23334,114.21353
22.24264,114.06183
22.290924053232,114.19477288357
22.38629,114.24407
22.27473,114.12456
22.25144,114.13947
22.27746,114.12824
22.283298961472,114.15515080322
22.42362,114.02539
22.35492,114.10387
22.29848,114.12192
22.37276,114.27323
22.41651,114.03557
22.34057,114.10868
22.35655,114.2775
22.45732,114.12824
22.26793,114.08683
22.41284,114.09513
22.282054599673,114.12592570942
22.36524,114.07327
22.31598,114.20641
22.40313,114.21647
22.27512,114.31638
22.37976,114.06494
22.34091,113.86879
22.40632,114.19673
22.34418,114.18568
22.35692,114.16736
22.40399,114.25017
22.4695,114.26968
22.504383974719,114.12877241034
22.23707,114.21007
22.29381,114.2369
22.42316,114.02367
22.30383,114.26914
22.27746,114.29193
22.44039,114.12882
22.29319,114.09288
22.35104,114.33662
22.24992,114.23759
22.41697,114.11421
22.500214065541,114.14388202668
22.44683,114.16159
22.48438,114.01263
22.51306,114.23616
22.303856851412,114.17193856689
22.43715,114.11427
22.31023,114.07171
22.45204,114.13714
22.31925,114.29072
22.42132,114.25477
22.36037,114.02279
22.41445,114.12877
22.36966,114.25294
22.31007,113.92672
22.28283,114.10483
22.34556,114.29073
22.22358,114.20908
22.4229,114.06057
22.40041,114.11568
22.34499,114.01198
22.2081,114.14346
22.37865,114.20691
22.33671,114.23652
22.39139,114.28527
22.30596,113.97599
22.33571,114.2837
22.18588,114.28689
22.44214,114.06993
22.41616,114.16818
22.282765532092,114.12932658289
22.36893,114.01569
22.30686,114.22101
22.27806,114.15237
22.4167,114.32514
22.35924,114.13374
22.36896,114.21599
22.39001,114.1091
22.1834889,114.1194929
22.38267,114.07212
22.434227588829,113.99651068335
22.51599,114.07949
22.40039,114.16861
22.33165,114.22648
22.28489,113.96345
22.33416,114.09814
22.33232,114.27437
22.515036730565,114.06562492889
22.49873,114.25773
22.2282,114.20383
22.20661,114.26176
22.26192,114.13683
22.52005,114.21591
22.35655,114.18026
22.27731,114.27392
22.32658,114.03563
22.32857,114.06351
22.20949,114.1416
22.3616,114.09785
22.45398,114.13745
22.377907014626,114.19406680381
22.2175,114.32259
22.31946,114.27358
22.33133,114.18457
22.20205,114.27449
22.47764,114.19604
22.26148,114.20214
22.34667,114.18883
22.40019,114.16892
22.20906,114.17559
22.26311,114.20381
22.30007,114.27752
22.37332,114.01807
22.27806,114.05518
22.30004,114.02503
22.2644,114.10324
22.32925,114.01839
22.42632,114.11098
22.44895,114.06862
22.32439,114.06323
22.1846,114.28702
22.30577,114.0204
22.34642,114.29827
22.29694,114.01205
22.38801,114.27137
22.28539,114.18005
22.3976,114.16009
22.23952,114.12905
22.3932,114.12045
22.34954,114.34366
22.3032,114.26717
22.46349,114.1029
22.29175,114.22347
22.40318,114.13896
22.3807,114.19949
22.2213,114.2621
22.35242,114.23846
22.285730877437,114.21140711738
22.428774978264,114.24317059016
22.18485,114.28529
22.25651,114.20103
22.2763,114.04928
22.33884,114.24317
22.28533,113.94029
22.2611,114.33656
22.32658,114.20402
22.22825,114.18863
22.37976,114.23339
22.31925,114.09629
22.50017,114.23895
22.24676,114.16721
22.45584,114.22465
22.21878,114.15419
22.24159,114.12779
22.45523,114.22816
22.1916,114.13724
22.27217,114.13714
22.32861,113.91535
22.31121,114.35931
22.20352,114.23483
22.50666,114.22786
22.24808,114.20584
22.37384,114.00162
22.42589,114.14076
22.24285,114.11729
22.27746,114.34099
22.45925,114.14658
22.21303,114.24334
22.25343,114.23313
22.42029,114.2067
22.50768,114.22668
22.4117,114.1064
22.32642,114.12807
22.43715,114.01698
22.35141,114.10226
22.29989,114.28101
22.42649,114.08013
22.372,114.29571
22.50032,114.27535
22.37505,114.22384
22.53077,114.22496
22.41888,114.20387
22.40056,113.91922
22.44251,114.07869
22.48711,114.25153
22.41437,114.11068
22.47372,114.32746
22.40825,113.92242
22.29757,114.2203
22.19822,114.19376
22.50298,114.17947
22.468408584177,113.99873184202
22.28099,114.24143
22.36736,114.22549
22.36238,114.26181
22.37788,114.29132
22.1854385,114.2486867
22.28983,114.23334
22.32737,114.0668
22.25594,114.20362
22.37117,114.08396
22.55266,114.21367
22.53891,114.16593
22.28394,114.24904
22.28203,114.22312
22.36936,114.24467
22.38626,114.28379
22.36896,114.11874
22.307290681328,114.23371938608
22.28481,114.31313
22.19944,114.22462
22.41285,113.97566
22.3633,114.00667
22.36135,114.20973
22.28668,114.23947
22.30456,114.16224
22.32228,114.26024
22.265627959437,114.16155307836
22.33369,114.02545
22.38144,114.07509
22.43207,114.04922
22.26854,114.22213
22.23537,114.18759
22.311235320589,114.26210331248
22.39719,114.29095
22.31556,113.92731
22.387706876745,114.19603648125
22.35634,114.04513
22.32571,114.21286
22.34846,114.06012
22.45817,114.09654
22.31466,114.17479
22.23208,114.1395
22.47917,114.0808
22.37355,114.24496
22.315321780078,114.1690848348
22.19745,114.19017
22.33935,114.25078
22.35267,114.23673
22.45223,114.07463
22.25204,114.20045
22.42294,114.14469
22.38091,114.05653
22.2984,114.22014
